"location","seagrassnet_sitecode","transect","quadrat","species","date_sampling","month","day","year","time","percent_cover","prior_yr_mean_daily_mean_temp","prior_yr_min_daily_mean_temp","prior_yr_max_daily_mean_temp","prior_yr_q1_daily_mean_temp","prior_yr_q3_daily_mean_temp","period_avg_mean_daily_mean_temp"
"Great Bay","NH9.2","A",6,"ZM",2011-07-06,7,6,2011,NA,70,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2011-07-06,7,6,2011,NA,25,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2011-07-06,7,6,2011,NA,45,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2011-07-06,7,6,2011,NA,5,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2011-07-06,7,6,2011,NA,70,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2011-07-06,7,6,2011,NA,50,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2011-07-06,7,6,2011,NA,10,21.184125,17.32,24.45,19.59,22.8825,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2012-08-21,8,21,2012,NA,40,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2012-08-21,8,21,2012,NA,8,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2012-08-21,8,21,2012,NA,20,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2012-08-21,8,21,2012,NA,10,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2012-08-21,8,21,2012,NA,15,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2012-08-21,8,21,2012,NA,25,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2012-08-21,8,21,2012,NA,10,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2012-08-21,8,21,2012,NA,5,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2012-08-21,8,21,2012,NA,10,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2012-08-21,8,21,2012,NA,2,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2012-08-21,8,21,2012,NA,20,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2012-08-21,8,21,2012,NA,5,21.1384615384615,16.65,24.87,19.34,22.74,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2013-08-20,8,20,2013,NA,3,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2013-08-20,8,20,2013,NA,70,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2013-08-20,8,20,2013,NA,95,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2013-08-20,8,20,2013,NA,85,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2013-08-20,8,20,2013,NA,80,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2013-08-20,8,20,2013,NA,20,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2013-08-20,8,20,2013,NA,15,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2013-08-20,8,20,2013,NA,15,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2013-08-20,8,20,2013,NA,40,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2013-08-20,8,20,2013,NA,15,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2013-08-20,8,20,2013,NA,40,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2013-08-20,8,20,2013,NA,40,21.8014117647059,15.74,24.72,20.8,23.23,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2015-07-31,7,31,2015,NA,3,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2015-07-31,7,31,2015,NA,45,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2015-07-31,7,31,2015,NA,20,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2015-07-31,7,31,2015,NA,50,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2015-07-31,7,31,2015,NA,10,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2015-07-31,7,31,2015,NA,35,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2015-07-31,7,31,2015,NA,10,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2015-07-31,7,31,2015,NA,30,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2015-07-31,7,31,2015,NA,40,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2015-07-31,7,31,2015,NA,20,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2015-07-31,7,31,2015,NA,80,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2015-07-31,7,31,2015,NA,70,20.4014102564103,15.23,25.35,19.3625,21.6175,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2016-07-06,7,6,2016,NA,10,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2016-07-06,7,6,2016,NA,4,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2016-07-06,7,6,2016,NA,3,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2016-07-06,7,6,2016,NA,7,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2016-07-06,7,6,2016,NA,10,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2016-07-06,7,6,2016,NA,0,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2016-07-06,7,6,2016,NA,0,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2016-07-06,7,6,2016,NA,20,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2016-07-06,7,6,2016,NA,0,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2016-07-06,7,6,2016,NA,2,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2016-07-06,7,6,2016,NA,0,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2016-07-06,7,6,2016,NA,0,20.518152173913,14.39,23.77,19.095,22.4625,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2017-07-23,7,23,2017,NA,0,21.0704347826087,16.51,24.01,19.7375,22.77,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2018-07-17,7,17,2018,NA,5,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2018-07-17,7,17,2018,NA,0,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2018-07-17,7,17,2018,NA,5,19.8232608695652,13.95,23.43,19.1425,21.0725,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2019-08-02,8,2,2019,NA,0,21.6838043478261,16.4,25.02,19.09,23.5975,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2020-07-22,7,22,2020,NA,0,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2020-07-22,7,22,2020,NA,5,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2020-07-22,7,22,2020,NA,0,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2020-07-22,7,22,2020,NA,1,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2020-07-22,7,22,2020,NA,1,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2020-07-22,7,22,2020,NA,1,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2020-07-22,7,22,2020,NA,20,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2020-07-22,7,22,2020,NA,40,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2020-07-22,7,22,2020,NA,30,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2020-07-22,7,22,2020,NA,45,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2020-07-22,7,22,2020,NA,0,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2020-07-22,7,22,2020,NA,1,20.8547826086957,15.72,24.48,18.6025,22.6125,20.8819934685413
"Great Bay","NH9.2","A",1,"ZM",2021-07-24,7,24,2021,NA,1,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",2,"ZM",2021-07-24,7,24,2021,NA,1,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",3,"ZM",2021-07-24,7,24,2021,NA,0,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",4,"ZM",2021-07-24,7,24,2021,NA,1,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",5,"ZM",2021-07-24,7,24,2021,NA,1,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",6,"ZM",2021-07-24,7,24,2021,NA,4,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",7,"ZM",2021-07-24,7,24,2021,NA,30,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",8,"ZM",2021-07-24,7,24,2021,NA,25,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",9,"ZM",2021-07-24,7,24,2021,NA,0,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",10,"ZM",2021-07-24,7,24,2021,NA,10,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",11,"ZM",2021-07-24,7,24,2021,NA,5,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Great Bay","NH9.2","A",12,"ZM",2021-07-24,7,24,2021,NA,1,21.6613043478261,16.4,24.32,20.58,23.35,20.8819934685413
"Pleasant Bay","MA20.2","A",1,"ZM",2003-07-14,7,14,2003,NA,25,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2003-07-14,7,14,2003,NA,5,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2003-07-14,7,14,2003,NA,35,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2003-07-14,7,14,2003,NA,40,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2003-07-14,7,14,2003,NA,20,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2003-07-14,7,14,2003,NA,100,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2003-07-14,7,14,2003,NA,90,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2003-07-14,7,14,2003,NA,75,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2003-07-14,7,14,2003,NA,85,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2003-07-14,7,14,2003,NA,60,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2003-07-14,7,14,2003,NA,50,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2003-07-14,7,14,2003,NA,20,NA,NA,NA,NA,NA,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2004-07-31,7,31,2004,"07:00:00",65,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2004-07-31,7,31,2004,"07:00:00",20,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2004-07-31,7,31,2004,"07:00:00",100,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2004-07-31,7,31,2004,"07:00:00",90,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2004-07-31,7,31,2004,"07:00:00",75,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2004-07-31,7,31,2004,"07:00:00",100,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2004-07-31,7,31,2004,"07:00:00",100,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2004-07-31,7,31,2004,"07:00:00",95,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2004-07-31,7,31,2004,"07:00:00",100,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2004-07-31,7,31,2004,"07:00:00",100,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2004-07-31,7,31,2004,"07:00:00",75,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2004-07-31,7,31,2004,"07:00:00",95,24.1504,17.16,27.46,23.77,25.485,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2005-08-20,8,20,2005,"08:00:00",100,22.4019565217391,15.13,26.65,21.335,23.9025,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2006-07-13,7,13,2006,"09:00:00",5,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2006-07-13,7,13,2006,"09:00:00",5,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2006-07-13,7,13,2006,"09:00:00",0,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2006-07-13,7,13,2006,"09:00:00",5,23.2860869565217,16.51,27.36,21.8425,25.015,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2007-08-01,8,1,2007,"10:00:00",5,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2007-08-01,8,1,2007,"10:00:00",30,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2007-08-01,8,1,2007,"10:00:00",20,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2007-08-01,8,1,2007,"10:00:00",1,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2007-08-01,8,1,2007,"10:00:00",25,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2007-08-01,8,1,2007,"10:00:00",0,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2007-08-01,8,1,2007,"10:00:00",0,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2007-08-01,8,1,2007,"10:00:00",0,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",9,"ZM",2007-08-01,8,1,2007,"10:00:00",5,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",10,"ZM",2007-08-01,8,1,2007,"10:00:00",0,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",11,"ZM",2007-08-01,8,1,2007,"10:00:00",1,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",12,"ZM",2007-08-01,8,1,2007,"10:00:00",1,23.1260869565217,16.16,29.4,21.855,24.6825,22.4028112531969
"Pleasant Bay","MA20.2","A",1,"ZM",2008-08-01,8,1,2008,"08:27:00",10,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",2,"ZM",2008-08-01,8,1,2008,"08:27:00",65,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",3,"ZM",2008-08-01,8,1,2008,"08:27:00",20,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",4,"ZM",2008-08-01,8,1,2008,"08:27:00",10,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",5,"ZM",2008-08-01,8,1,2008,"08:27:00",55,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",6,"ZM",2008-08-01,8,1,2008,"08:27:00",5,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",7,"ZM",2008-08-01,8,1,2008,"08:27:00",5,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
"Pleasant Bay","MA20.2","A",8,"ZM",2008-08-01,8,1,2008,"08:27:00",5,21.4470652173913,15.21,24.78,20.3575,22.7,22.4028112531969
